T_Virus_Level,Room_Temperature,Humidity,Gas_Leak_Level,Security_Clearance,AI_Override_Attempts,Proximity_To_Core,Anomaly
1.614086371609229,21.76446275733294,46.31008287179238,0.027136317090027354,3,0,16.360190676351046,0
5.030365885080866,16.116399622572487,42.99413414126305,0.04129478098119144,3,0,22.652853202384865,0
4.856797481171872,23.118041086116815,47.455019729788766,0.1072058181389841,1,0,18.688435857523384,0
3.2511287033201635,22.002705259534622,41.176158550737334,0.1269017419577231,1,1,12.013373297386332,0
6.2920123742291025,20.46141490753809,48.9169236207712,0.10064819707358796,1,0,25.0793796919111,0
4.22937280627648,22.118446068502127,50.94821322742618,0.11202438247338806,3,0,22.76744831778911,0
8.595373053699046,23.72897215489254,46.62625837927172,0.15951807098760332,1,1,20.295870972971148,0
5.36373251011699,23.75126473447967,40.78950655139306,0.032750666569579534,3,0,27.886521492353864,0
6.8651816637461796,25.74764572558224,44.88303019878027,0.04415402440439205,2,0,25.189454573838713,0
6.920609592562941,19.97306439595235,35.00006719844855,0.01656852867496071,1,0,18.1160450606013,0
3.506843306919522,21.693466410031526,48.230416206059274,0.1016213302093502,1,0,26.498986652139696,0
6.101595144547327,22.8422089447392,53.76687599362158,0.06666903612526387,1,0,17.52100234307855,0
5.524133618173451,24.60106293163393,36.29117943808349,0.06339456126558146,4,0,25.86721457671307,0
5.045261705353738,22.512630881070308,42.389828550791215,0.024721432949015826,2,0,19.50475907062161,0
4.17555850995106,20.51799577299559,40.66714722787252,0.1002264645525779,1,0,19.560069662943025,0
6.766219554294318,20.160730963280976,47.38794409776502,0.08110652730193245,2,0,18.561937250925038,0
1.9299195049352806,22.161549173659928,39.982672871003544,0.11949238246887099,2,0,30.792503029581493,0
1.9696178756028955,21.439947362495374,42.514846546670455,0.1541696071791676,2,0,11.57402734596046,0
4.9002396917437645,23.73487247739136,43.80237841544466,0.101034629142713,1,0,7.261966636689738,0
5.401138394461886,21.56814088469812,44.34712271352414,0.10312234883315648,1,0,30.75770531847503,0
2.1384497957639037,21.11163873278078,47.37371052419945,0.14999955025298056,1,0,18.118692959719347,0
3.701253923357148,21.981934670560104,41.96518277063682,0.16204695936924032,4,0,15.196200011643068,0
5.351072459157196,21.44311394399441,40.59696770109176,0.04686498622360505,4,1,21.716139644735087,0
6.639850505270468,24.271421103580725,51.007085158935126,0.12783979734138906,2,0,25.440917844668984,0
2.2966307887673327,20.150348042477717,50.49792232163835,0.10728793196638287,1,2,25.539201500134695,0
4.877848657295248,20.639010160941602,42.17848527094687,0.07954174653930293,1,0,23.255038254727644,0
7.058311274651287,21.138876134369095,40.07793476912394,0.17865680110214516,2,0,21.63887094962706,0
4.8078802005507,19.89277458410874,53.00453995944458,0.0822226664404647,2,2,23.509110151403377,0
5.776624010846899,21.926851522235328,43.007039805431205,0.1083825077693328,1,1,16.390942733317594,0
2.330778786179535,21.078942757675883,43.34203110534227,0.11157031756387079,4,0,12.02144723402983,0
5.605270930478066,23.757715214910768,39.90873049291136,0.16668192809299137,1,0,16.822213513164733,0
9.249542806033922,22.26092081261922,45.27604004496167,0.12686827124674124,2,1,19.660188069175913,0
7.7251257054249045,21.539130661507404,51.57524029762101,0.1260280397921935,2,1,21.177601446033307,0
7.043030785563728,22.611534605255766,50.86348788592534,0.041478212125124904,1,0,15.803557816637582,0
4.3397598120671,22.227485908217528,50.92149715578363,0.16953629645707155,3,0,8.95460473756277,0
8.693273992095332,22.739325957777805,49.5888607527575,0.12744392577601668,2,0,24.915685506528284,0
-1.0152646793875144,18.268814861940804,45.503814114507996,0.12410198986098246,2,0,19.378475943556378,0
2.4008375261448047,21.436749939886642,49.30342710684315,0.09337872075283317,2,0,29.619775878666452,0
3.815288088695893,21.550727443678785,54.6904744969657,0.09587770204254234,3,0,16.665408349036255,0
3.8784781860402795,21.50220270726703,41.52085026803862,0.11979024703651042,1,0,19.5463395472643,0
2.1038313170053518,21.58779654287097,49.439019677894244,0.087909104373551,1,0,24.58569330760256,0
6.076592158099266,20.294450675278767,45.92108614765047,0.10173846240472284,1,0,18.95606621631031,0
0.39615767052883033,22.572601253443764,45.46371532889776,0.049993053938002165,3,0,15.913981981686394,0
5.152010782824823,23.15985997999864,42.13148427853674,0.14286610959530888,4,1,18.833295651514963,0
6.62159729118342,23.15096104390373,49.77969030089155,0.10169689425674816,1,0,17.493039770117107,0
1.3124128330385085,23.47172457335553,48.82093808067782,0.07922747584806253,1,0,24.066001926421947,0
4.042325087983191,20.76675158996589,46.03926619068823,0.06913504651209773,2,0,8.838591447921193,0
3.415160158000077,23.072118474833417,43.36102472061268,0.1679885946664157,1,0,18.044715715335354,0
7.050218305163547,22.667452473064262,46.44915020935356,0.16324579474861511,1,0,15.648938580064337,0
6.266653652142477,23.722136299596148,54.50956574331251,0.10906355797570276,4,1,25.552901587543676,0
1.622989623863,21.334855872647445,48.60960626204186,0.1113328679824497,1,0,16.272053542363928,0
7.760182708294903,20.708425491751637,55.855964305312476,0.024102544252664837,2,1,24.301815496516795,0
5.373533528954157,21.424187888003825,44.09133231192047,0.17412220143773183,2,0,23.067680886416124,0
3.7068542315149466,22.201249623993764,43.78812270947444,0.022768941569629317,2,0,27.003282872840998,0
7.786362515869811,22.541133631995752,40.91031354786759,0.13919865714963076,3,0,26.864400975228506,0
6.663233572360808,21.491996419174363,39.21033150134347,0.10859604244537227,3,0,14.527594594605114,0
3.7245200314973683,20.617823464856617,43.58937528431132,0.15497078008964688,2,0,32.55371735273836,0
0.900117442845044,23.183612802099866,52.639907868197554,0.006889333677557619,2,0,15.317844016293282,0
4.507233194970904,20.501595435631614,47.60002190400405,0.044185491484943044,2,0,24.833666601722538,0
6.0456709760709995,22.374176418895107,47.77319354065904,0.10089276507410873,2,0,18.554158773845163,0
5.4549917514641075,22.383965719628158,51.505649260892866,0.08913069002917476,2,0,18.757027961409644,0
7.642608064546025,20.318848523955626,51.675563339020485,0.142317571310301,2,0,16.09616564876974,0
6.277184917554748,23.938090501489786,52.70376188258386,0.16791785832153028,2,0,19.9571355380645,0
7.712480057141645,21.692685004202925,44.73763071968475,0.1325244819994218,2,0,28.095081229988153,0
5.297753607835382,21.037267894083488,42.149032011509235,0.06768212314253183,3,1,22.20912613464657,0
6.144114883428288,21.510196221198143,41.42016388408029,0.08778414806801756,1,1,30.595083640711557,0
6.423229756177779,21.210202469355934,45.01462983339719,0.09960357062733148,1,0,23.808142320731935,0
5.277290367420169,21.823028358088933,48.484653174813786,0.056162388426438406,1,0,21.468826437920413,0
